"id","date","symbol","open","high","low","close","volume","amount","adj_close"
472,2003-11-06,NEPSE,207.31,207.31,207.31,207.31,0.00000,0.00000,
471,2003-11-05,NEPSE,207.57,207.57,207.57,207.57,0.00000,0.00000,
470,2003-11-04,NEPSE,208.1,208.1,208.1,208.1,0.00000,0.00000,
469,2003-11-03,NEPSE,207.8,207.8,207.8,207.8,0.00000,0.00000,
468,2003-10-31,NEPSE,207.65,207.65,207.65,207.65,0.00000,0.00000,
467,2003-10-30,NEPSE,207.46,207.46,207.46,207.46,0.00000,0.00000,
466,2003-10-29,NEPSE,207.49,207.49,207.49,207.49,0.00000,0.00000,
465,2003-10-24,NEPSE,207.52,207.52,207.52,207.52,0.00000,0.00000,
464,2003-10-23,NEPSE,207.31,207.31,207.31,207.31,0.00000,0.00000,
463,2003-10-22,NEPSE,207.16,207.16,207.16,207.16,0.00000,0.00000,
462,2003-10-21,NEPSE,207.81,207.81,207.81,207.81,0.00000,0.00000,
461,2003-10-20,NEPSE,207.61,207.61,207.61,207.61,0.00000,0.00000,
460,2003-10-17,NEPSE,207.54,207.54,207.54,207.54,0.00000,0.00000,
459,2003-10-16,NEPSE,207.6,207.6,207.6,207.6,0.00000,0.00000,
458,2003-10-15,NEPSE,207.06,207.06,207.06,207.06,0.00000,0.00000,
457,2003-10-14,NEPSE,207.03,207.03,207.03,207.03,0.00000,0.00000,
456,2003-10-13,NEPSE,206.93,206.93,206.93,206.93,0.00000,0.00000,
455,2003-10-10,NEPSE,206.93,206.93,206.93,206.93,0.00000,0.00000,
454,2003-10-09,NEPSE,207.03,207.03,207.03,207.03,0.00000,0.00000,
453,2003-10-08,NEPSE,206.58,206.58,206.58,206.58,0.00000,0.00000,
452,2003-10-01,NEPSE,206.96,206.96,206.96,206.96,0.00000,0.00000,
451,2003-09-30,NEPSE,206.83,206.83,206.83,206.83,0.00000,0.00000,
450,2003-09-29,NEPSE,206.84,206.84,206.84,206.84,0.00000,0.00000,
449,2003-09-26,NEPSE,207.08,207.08,207.08,207.08,0.00000,0.00000,
448,2003-09-25,NEPSE,206.59,206.59,206.59,206.59,0.00000,0.00000,
447,2003-09-24,NEPSE,206.58,206.58,206.58,206.58,0.00000,0.00000,
446,2003-09-23,NEPSE,207.41,207.41,207.41,207.41,0.00000,0.00000,
445,2003-09-22,NEPSE,207.43,207.43,207.43,207.43,0.00000,0.00000,
444,2003-09-19,NEPSE,207.58,207.58,207.58,207.58,0.00000,0.00000,
443,2003-09-18,NEPSE,208.07,208.07,208.07,208.07,0.00000,0.00000,
442,2003-09-17,NEPSE,208.46,208.46,208.46,208.46,0.00000,0.00000,
441,2003-09-16,NEPSE,208.32,208.32,208.32,208.32,0.00000,0.00000,
440,2003-09-15,NEPSE,208.0,208.0,208.0,208.0,0.00000,0.00000,
439,2003-09-12,NEPSE,207.54,207.54,207.54,207.54,0.00000,0.00000,
438,2003-09-11,NEPSE,206.11,206.11,206.11,206.11,0.00000,0.00000,
437,2003-09-10,NEPSE,205.02,205.02,205.02,205.02,0.00000,0.00000,
436,2003-09-08,NEPSE,204.36,204.36,204.36,204.36,0.00000,0.00000,
435,2003-09-05,NEPSE,204.44,204.44,204.44,204.44,0.00000,0.00000,
434,2003-09-04,NEPSE,202.45,202.45,202.45,202.45,0.00000,0.00000,
433,2003-09-03,NEPSE,201.65,201.65,201.65,201.65,0.00000,0.00000,
432,2003-09-02,NEPSE,202.41,202.41,202.41,202.41,0.00000,0.00000,
431,2003-09-01,NEPSE,203.18,203.18,203.18,203.18,0.00000,0.00000,
430,2003-08-29,NEPSE,205.32,205.32,205.32,205.32,0.00000,0.00000,
429,2003-08-28,NEPSE,206.52,206.52,206.52,206.52,0.00000,0.00000,
428,2003-08-27,NEPSE,209.81,209.81,209.81,209.81,0.00000,0.00000,
427,2003-08-26,NEPSE,211.22,211.22,211.22,211.22,0.00000,0.00000,
426,2003-08-25,NEPSE,211.54,211.54,211.54,211.54,0.00000,0.00000,
425,2003-08-22,NEPSE,210.42,210.42,210.42,210.42,0.00000,0.00000,
424,2003-08-21,NEPSE,210.11,210.11,210.11,210.11,0.00000,0.00000,
423,2003-08-20,NEPSE,209.25,209.25,209.25,209.25,0.00000,0.00000,
422,2003-08-18,NEPSE,208.52,208.52,208.52,208.52,0.00000,0.00000,
421,2003-08-15,NEPSE,207.92,207.92,207.92,207.92,0.00000,0.00000,
420,2003-08-14,NEPSE,206.57,206.57,206.57,206.57,0.00000,0.00000,
419,2003-08-13,NEPSE,206.21,206.21,206.21,206.21,0.00000,0.00000,
418,2003-08-11,NEPSE,205.63,205.63,205.63,205.63,0.00000,0.00000,
417,2003-07-24,NEPSE,203.29,203.29,203.29,203.29,0.00000,0.00000,
416,2003-07-23,NEPSE,203.54,203.54,203.54,203.54,0.00000,0.00000,
415,2003-07-22,NEPSE,203.56,203.56,203.56,203.56,0.00000,0.00000,
414,2003-07-21,NEPSE,203.69,203.69,203.69,203.69,0.00000,0.00000,
413,2003-07-18,NEPSE,204.31,204.31,204.31,204.31,0.00000,0.00000,
412,2003-07-17,NEPSE,204.41,204.41,204.41,204.41,0.00000,0.00000,
411,2003-07-16,NEPSE,204.82,204.82,204.82,204.82,0.00000,0.00000,
410,2003-07-15,NEPSE,205.46,205.46,205.46,205.46,0.00000,0.00000,
409,2003-07-14,NEPSE,204.44,204.44,204.44,204.44,0.00000,0.00000,
408,2003-07-11,NEPSE,203.79,203.79,203.79,203.79,0.00000,0.00000,
407,2003-07-10,NEPSE,203.78,203.78,203.78,203.78,0.00000,0.00000,
406,2003-07-09,NEPSE,203.86,203.86,203.86,203.86,0.00000,0.00000,
405,2003-07-08,NEPSE,204.18,204.18,204.18,204.18,0.00000,0.00000,
404,2003-07-04,NEPSE,204.4,204.4,204.4,204.4,0.00000,0.00000,
403,2003-07-03,NEPSE,204.61,204.61,204.61,204.61,0.00000,0.00000,
402,2003-07-02,NEPSE,204.27,204.27,204.27,204.27,0.00000,0.00000,
401,2003-07-01,NEPSE,205.12,205.12,205.12,205.12,0.00000,0.00000,
